TrialNumber,disparity_test,TestDisk_radius,TestPos_LorR,ran,order,key
1,0,3.0,right,1.0,0.0,right
2,-0.3,3.507,left,1.0,1.0,left
3,0.3,3.507,left,1.0,2.0,left
4,-0.3,3.0,right,1.0,3.0,right
5,0.3,4.59,right,1.0,4.0,right
6,-0.3,1.7069999999999999,left,1.0,5.0,right
7,0.3,4.59,left,1.0,6.0,left
8,0.3,2.4749999999999996,right,1.0,7.0,left
9,0.3,1.7069999999999999,right,1.0,8.0,left
10,-0.3,2.181,right,1.0,9.0,left
11,0,3.0,left,1.0,10.0,right
12,0,2.181,right,1.0,11.0,left
13,-0.3,2.181,left,1.0,12.0,right
14,-0.3,4.0200000000000005,right,1.0,13.0,right
15,0.3,3.507,right,1.0,14.0,right
16,0.3,4.0200000000000005,left,1.0,15.0,left
17,0.3,4.0200000000000005,right,1.0,16.0,right
18,0,2.181,left,1.0,17.0,right
19,0,1.7069999999999999,right,1.0,18.0,left
20,0,4.0200000000000005,right,1.0,19.0,right
21,-0.3,4.0200000000000005,left,1.0,20.0,left
22,0.3,3.0,right,1.0,21.0,right
23,0,1.7069999999999999,left,1.0,22.0,right
24,0,4.59,right,1.0,23.0,right
25,0,3.507,left,1.0,24.0,left
26,0,2.4749999999999996,right,1.0,25.0,left
27,0.3,1.7069999999999999,left,1.0,26.0,right
28,0,4.59,left,1.0,27.0,left
29,0.3,2.4749999999999996,left,1.0,28.0,right
30,-0.3,3.507,right,1.0,29.0,right
31,0,2.4749999999999996,left,1.0,30.0,right
32,0.3,2.181,left,1.0,31.0,right
33,-0.3,2.4749999999999996,right,1.0,32.0,left
34,-0.3,4.59,right,1.0,33.0,right
35,-0.3,2.4749999999999996,left,1.0,34.0,right
36,-0.3,4.59,left,1.0,35.0,left
37,0,3.507,right,1.0,36.0,right
38,0.3,2.181,right,1.0,37.0,left
39,-0.3,3.0,left,1.0,38.0,left
40,-0.3,1.7069999999999999,right,1.0,39.0,left
41,0,4.0200000000000005,left,1.0,40.0,left
42,0.3,3.0,left,1.0,41.0,right
43,0,3.507,right,1.0,42.0,right
44,0.3,1.7069999999999999,right,1.0,43.0,left
45,0.3,1.7069999999999999,left,1.0,44.0,right
46,0,2.4749999999999996,left,1.0,45.0,right
47,0,2.4749999999999996,right,1.0,46.0,left
48,0,4.0200000000000005,left,1.0,47.0,left
49,0,2.181,left,1.0,48.0,right
50,0.3,2.4749999999999996,left,1.0,49.0,right
51,-0.3,3.0,right,1.0,50.0,right
52,0,1.7069999999999999,left,1.0,51.0,right
53,0,4.59,left,1.0,52.0,left
54,0,1.7069999999999999,right,1.0,53.0,left
55,0.3,3.507,left,1.0,54.0,left
56,0,3.0,left,1.0,55.0,right
57,-0.3,2.181,left,1.0,56.0,right
58,-0.3,4.0200000000000005,right,1.0,57.0,right
59,0.3,4.0200000000000005,left,1.0,58.0,left
60,-0.3,1.7069999999999999,right,1.0,59.0,left
61,0,4.59,right,1.0,60.0,right
62,0,4.0200000000000005,right,1.0,61.0,right
63,-0.3,3.0,left,1.0,62.0,left
64,0.3,4.59,left,1.0,63.0,left
65,-0.3,3.507,left,1.0,64.0,left
66,0,3.0,right,1.0,65.0,right
67,0.3,3.0,left,1.0,66.0,left
68,0,3.507,left,1.0,67.0,left
69,-0.3,4.59,right,1.0,68.0,right
70,0.3,2.181,left,1.0,69.0,right
71,0.3,2.4749999999999996,right,1.0,70.0,left
72,0,2.181,right,1.0,71.0,left
73,0.3,2.181,right,1.0,72.0,left
74,0.3,4.0200000000000005,right,1.0,73.0,right
75,-0.3,2.181,right,1.0,74.0,left
76,0.3,4.59,right,1.0,75.0,right
77,0.3,3.507,right,1.0,76.0,right
78,-0.3,4.0200000000000005,left,1.0,77.0,left
79,0.3,3.0,right,1.0,78.0,right
80,-0.3,2.4749999999999996,left,1.0,79.0,right
81,-0.3,2.4749999999999996,right,1.0,80.0,left
82,-0.3,1.7069999999999999,left,1.0,81.0,right
83,-0.3,4.59,left,1.0,82.0,left
84,-0.3,3.507,right,1.0,83.0,right
85,0.3,4.59,left,1.0,84.0,left
86,0,3.0,right,1.0,85.0,right
87,-0.3,3.507,right,1.0,86.0,right
88,-0.3,3.0,left,1.0,87.0,right
89,-0.3,4.0200000000000005,right,1.0,88.0,right
90,0.3,3.507,left,1.0,89.0,left
91,0,1.7069999999999999,left,1.0,90.0,right
92,0,4.0200000000000005,left,1.0,91.0,left
93,0.3,2.4749999999999996,left,1.0,92.0,right
94,-0.3,1.7069999999999999,right,1.0,93.0,left
95,0.3,3.0,left,1.0,94.0,right
96,0,2.4749999999999996,right,1.0,95.0,left
97,0,4.59,right,1.0,96.0,right
98,-0.3,3.0,right,1.0,97.0,left
99,0,3.0,left,1.0,98.0,left
100,-0.3,3.507,left,1.0,99.0,left
101,0.3,2.181,right,1.0,100.0,left
102,0,1.7069999999999999,right,1.0,101.0,left
103,0.3,4.59,right,1.0,102.0,left
104,0.3,1.7069999999999999,right,1.0,103.0,left
105,-0.3,2.181,right,1.0,104.0,left
106,0.3,3.0,right,1.0,105.0,right
107,-0.3,4.0200000000000005,left,1.0,106.0,left
108,0,3.507,left,1.0,107.0,left
109,-0.3,2.4749999999999996,left,1.0,108.0,right
110,-0.3,4.59,right,1.0,109.0,right
111,0.3,2.181,left,1.0,110.0,right
112,0,2.181,left,1.0,111.0,right
113,0,4.59,left,1.0,112.0,left
114,0.3,1.7069999999999999,left,1.0,113.0,right
115,0,4.0200000000000005,right,1.0,114.0,right
116,0,2.4749999999999996,left,1.0,115.0,right
117,0,2.181,right,1.0,116.0,left
118,-0.3,2.4749999999999996,right,1.0,117.0,left
119,0.3,4.0200000000000005,right,1.0,118.0,right
120,-0.3,1.7069999999999999,left,1.0,119.0,right
121,0.3,2.4749999999999996,right,1.0,120.0,left
122,0,3.507,right,1.0,121.0,right
123,-0.3,2.181,left,1.0,122.0,right
124,0.3,4.0200000000000005,left,1.0,123.0,left
125,-0.3,4.59,left,1.0,124.0,left
126,0.3,3.507,right,1.0,125.0,right
127,0.3,1.7069999999999999,left,1.0,126.0,right
128,0,3.507,right,1.0,127.0,right
129,-0.3,2.4749999999999996,right,1.0,128.0,left
130,0,2.181,left,1.0,129.0,right
131,-0.3,3.0,right,1.0,130.0,left
132,0,4.0200000000000005,left,1.0,131.0,left
133,-0.3,2.181,right,1.0,132.0,left
134,-0.3,4.59,left,1.0,133.0,left
135,0.3,4.59,right,1.0,134.0,right
136,-0.3,3.507,left,1.0,135.0,left
137,0.3,2.4749999999999996,left,1.0,136.0,right
138,0,4.0200000000000005,right,1.0,137.0,right
139,0,3.507,left,1.0,138.0,left
140,0,2.4749999999999996,right,1.0,139.0,left
141,-0.3,4.0200000000000005,right,1.0,140.0,right
142,-0.3,3.0,left,1.0,141.0,left
143,0.3,4.59,left,1.0,142.0,left
144,-0.3,3.507,right,1.0,143.0,right
145,0.3,3.507,left,1.0,144.0,left
146,0,2.181,right,1.0,145.0,left
147,0.3,4.0200000000000005,left,1.0,146.0,left
148,0,3.0,right,1.0,147.0,right
149,-0.3,1.7069999999999999,right,1.0,148.0,left
150,0.3,3.0,right,1.0,149.0,right
151,0.3,3.0,left,1.0,150.0,right
152,0.3,2.181,right,1.0,151.0,left
153,0,3.0,left,1.0,152.0,right
154,-0.3,4.59,right,1.0,153.0,right
155,0,2.4749999999999996,left,1.0,154.0,right
156,0.3,4.0200000000000005,right,1.0,155.0,right
157,-0.3,4.0200000000000005,left,1.0,156.0,left
158,0,1.7069999999999999,left,1.0,157.0,right
159,0,4.59,right,1.0,158.0,right
160,0.3,2.4749999999999996,right,1.0,159.0,left
161,-0.3,2.4749999999999996,left,1.0,160.0,right
162,0.3,2.181,left,1.0,161.0,right
163,0.3,3.507,right,1.0,162.0,right
164,0.3,1.7069999999999999,right,1.0,163.0,left
165,-0.3,2.181,left,1.0,164.0,right
166,0,4.59,left,1.0,165.0,left
167,0,1.7069999999999999,right,1.0,166.0,left
168,-0.3,1.7069999999999999,left,1.0,167.0,right
169,0,4.0200000000000005,left,1.0,168.0,left
170,0,2.4749999999999996,left,1.0,169.0,right
171,0.3,4.59,left,1.0,170.0,left
172,0,2.4749999999999996,right,1.0,171.0,left
173,0.3,4.0200000000000005,left,1.0,172.0,left
174,-0.3,2.4749999999999996,left,1.0,173.0,right
175,0,4.59,right,1.0,174.0,right
176,-0.3,3.0,left,1.0,175.0,left
177,0,3.507,right,1.0,176.0,right
178,0,4.0200000000000005,right,1.0,177.0,right
179,-0.3,4.0200000000000005,right,1.0,178.0,right
180,-0.3,3.507,left,1.0,179.0,left
181,-0.3,1.7069999999999999,right,1.0,180.0,left
182,0,3.507,left,1.0,181.0,left
183,0.3,3.0,left,1.0,182.0,left
184,0,2.181,right,1.0,183.0,left
185,-0.3,1.7069999999999999,left,1.0,184.0,right
186,-0.3,2.181,left,1.0,185.0,right
187,-0.3,4.59,right,1.0,186.0,right
188,0.3,4.0200000000000005,right,1.0,187.0,right
189,0.3,1.7069999999999999,left,1.0,188.0,right
190,0.3,3.507,left,1.0,189.0,left
191,-0.3,2.4749999999999996,right,1.0,190.0,left
192,0,2.181,left,1.0,191.0,right
193,0,4.59,left,1.0,192.0,left
194,-0.3,2.181,right,1.0,193.0,left
