TrialNumber,disparity_test,TestDisk_radius,TestPos_LorR,ran,order,key
1,-0.15,5.1,left,1,0,left
2,0.15,1.47,right,1,1,left
3,0.3,3,left,1,2,left
4,0.3,4.0200000000000005,left,1,3,left
5,0.15,4.59,left,1,4,left
6,-0.3,2.4749999999999996,left,1,5,right
7,0.15,2.181,right,1,6,left
8,0,4.59,right,1,7,right
9,0.3,1.7069999999999999,right,1,8,left
10,0.15,4.0200000000000005,left,1,9,right
11,-0.15,2.181,right,1,10,left
12,0.15,4.0200000000000005,right,1,11,right
13,-0.15,5.1,right,1,12,right
14,0.15,3,right,1,13,right
15,-0.15,1.47,right,1,14,right
16,0.3,5.1,right,1,15,right
17,0.15,2.4749999999999996,right,1,16,left
18,-0.3,4.59,right,1,17,right
19,-0.3,4.0200000000000005,right,1,18,right
20,0,2.181,right,1,19,right
21,0.15,5.1,left,1,20,left
22,0.3,2.181,right,1,21,left
23,0,3,left,1,22,left
24,0,1.47,left,1,23,left
25,0,4.0200000000000005,right,1,24,right
26,-0.3,2.181,left,1,25,right
27,-0.3,1.47,left,1,26,right
28,-0.15,4.59,right,1,27,right
29,0.3,3.507,right,1,28,left
30,-0.15,1.47,left,1,29,right
31,0.15,2.4749999999999996,left,1,30,left
32,0.3,5.1,left,1,31,left
33,-0.3,3.507,right,1,32,right
34,0.3,4.59,left,1,33,left
35,0,5.1,right,1,34,right
36,0,2.4749999999999996,left,1,35,left
37,-0.3,3.507,left,1,36,left
38,-0.15,2.4749999999999996,right,1,37,left
39,-0.3,1.47,right,1,38,left
40,-0.15,3,right,1,39,left
41,-0.15,4.59,left,1,40,left
42,0,3,right,1,41,left
43,-0.3,5.1,left,1,42,left
44,-0.15,2.181,left,1,43,right
45,0,1.7069999999999999,left,1,44,right
46,0,3.507,left,1,45,left
47,-0.3,3,left,1,46,left
48,-0.3,1.7069999999999999,right,1,47,right
49,-0.3,4.59,left,1,48,left
50,-0.3,1.7069999999999999,left,1,49,right
51,0,4.0200000000000005,left,1,50,left
52,0.3,3,right,1,51,right
53,-0.3,4.0200000000000005,left,1,52,left
54,0,5.1,left,1,53,left
55,-0.15,3,left,1,54,right
56,0.3,4.59,right,1,55,right
57,0,2.181,left,1,56,right
58,-0.15,1.7069999999999999,left,1,57,right
59,0.3,1.47,right,1,58,left
60,0.15,3.507,left,1,59,left
61,0.15,4.59,right,1,60,right
62,-0.3,2.4749999999999996,right,1,61,left
63,-0.15,1.7069999999999999,right,1,62,left
64,-0.15,2.4749999999999996,left,1,63,right
65,0.3,3.507,left,1,64,left
66,0.15,3.507,right,1,65,right
67,-0.15,4.0200000000000005,right,1,66,right
68,-0.15,4.0200000000000005,left,1,67,right
69,0,2.4749999999999996,right,1,68,right
70,-0.3,3,right,1,69,left
71,0,4.59,left,1,70,left
72,0.15,5.1,right,1,71,right
73,-0.15,3.507,left,1,72,right
74,0.3,4.0200000000000005,right,1,73,right
75,0.15,3,left,1,74,right
76,-0.3,2.181,right,1,75,left
77,0.3,1.47,left,1,76,right
78,0,1.47,right,1,77,left
79,-0.15,3.507,right,1,78,right
80,0,3.507,right,1,79,right
81,0.15,1.7069999999999999,left,1,80,right
82,0.15,1.47,left,1,81,right
83,0.3,1.7069999999999999,left,1,82,right
84,0.3,2.4749999999999996,left,1,83,left
85,0.15,1.7069999999999999,right,1,84,left
86,-0.3,5.1,right,1,85,right
87,0.3,2.181,left,1,86,right
88,0.15,2.181,left,1,87,right
89,0.3,2.4749999999999996,right,1,88,left
90,0,1.7069999999999999,right,1,89,left
91,0,2.181,right,1,90,right
92,-0.15,2.4749999999999996,left,1,91,right
93,0,1.47,left,1,92,right
94,0.3,3,right,1,93,right
95,-0.15,5.1,left,1,94,left
96,-0.15,1.47,right,1,95,left
97,-0.15,5.1,right,1,96,right
98,0,4.0200000000000005,right,1,97,right
99,-0.3,5.1,left,1,98,left
100,-0.15,4.0200000000000005,right,1,99,right
101,0,4.59,left,1,100,left
102,0.3,5.1,left,1,101,left
103,-0.3,3,right,1,102,left
104,0,3,right,1,103,left
105,-0.3,3.507,right,1,104,left
106,0,2.4749999999999996,left,1,105,left
107,0.3,4.0200000000000005,left,1,106,left
108,0.15,1.7069999999999999,left,1,107,right
109,0,2.4749999999999996,right,1,108,right
110,-0.3,1.47,left,1,109,right
111,0,5.1,left,1,110,left
112,0.3,2.181,left,1,111,right
113,0,1.7069999999999999,right,1,112,left
114,0.3,1.7069999999999999,right,1,113,left
115,0,3.507,right,1,114,left
116,-0.3,3,left,1,115,left
117,0.15,3.507,left,1,116,left
118,-0.3,1.7069999999999999,left,1,117,right
119,-0.15,3.507,left,1,118,left
120,0,5.1,right,1,119,right
