TrialNumber,disparity_test,TestDisk_radius,TestPos_LorR,ran,order,key
1,0.15,3.0,right,1.0,0.0,right
2,-0.3,3.0,left,1.0,1.0,right
3,0.15,3.507,left,1.0,2.0,left
4,0,2.4749999999999996,left,1.0,3.0,right
5,0,2.181,right,1.0,4.0,left
6,-0.15,3.507,left,1.0,5.0,right
7,0,5.1,right,1.0,6.0,right
8,0,1.47,right,1.0,7.0,left
9,0,4.0200000000000005,right,1.0,8.0,right
10,0.3,2.4749999999999996,right,1.0,9.0,left
11,0.15,2.4749999999999996,right,1.0,10.0,left
12,-0.15,1.7069999999999999,left,1.0,11.0,right
13,-0.15,3.507,right,1.0,12.0,left
14,0.15,3.507,right,1.0,13.0,right
15,0.3,1.7069999999999999,left,1.0,14.0,right
16,-0.3,3.507,right,1.0,15.0,right
17,0,2.181,left,1.0,16.0,right
18,-0.15,1.47,left,1.0,17.0,left
19,-0.15,5.1,left,1.0,18.0,left
20,-0.15,4.0200000000000005,left,1.0,19.0,left
21,0.15,2.181,left,1.0,20.0,left
22,0,3.0,right,1.0,21.0,left
23,-0.15,3.0,left,1.0,22.0,left
24,-0.15,4.59,right,1.0,23.0,right
25,0,2.4749999999999996,right,1.0,24.0,left
26,0.3,3.507,right,1.0,25.0,right
27,-0.15,2.181,left,1.0,26.0,right
28,0.3,1.7069999999999999,right,1.0,27.0,left
29,-0.15,4.59,left,1.0,28.0,left
30,0.15,1.7069999999999999,right,1.0,29.0,left
31,-0.3,2.4749999999999996,left,1.0,30.0,right
32,0.15,5.1,left,1.0,31.0,left
33,0.3,3.0,left,1.0,32.0,right
34,0.3,4.59,left,1.0,33.0,left
35,0.3,4.0200000000000005,left,1.0,34.0,left
36,-0.15,4.0200000000000005,right,1.0,35.0,left
37,-0.3,1.47,right,1.0,36.0,left
38,-0.3,4.0200000000000005,left,1.0,37.0,left
39,-0.3,1.7069999999999999,right,1.0,38.0,left
40,0.3,5.1,right,1.0,39.0,right
41,-0.3,3.507,left,1.0,40.0,right
42,0.3,4.0200000000000005,right,1.0,41.0,right
43,-0.3,4.59,right,1.0,42.0,right
44,0.15,2.4749999999999996,left,1.0,43.0,right
45,-0.3,4.59,left,1.0,44.0,left
46,0.3,2.181,right,1.0,45.0,left
47,0.3,2.181,left,1.0,46.0,right
48,0,1.47,left,1.0,47.0,right
49,0.15,2.181,right,1.0,48.0,left
50,-0.3,1.7069999999999999,left,1.0,49.0,left
51,-0.3,1.47,left,1.0,50.0,left
52,0.15,4.59,right,1.0,51.0,right
53,0.15,4.0200000000000005,right,1.0,52.0,right
54,0.15,4.59,left,1.0,53.0,left
55,0,1.7069999999999999,right,1.0,54.0,left
56,0.15,1.47,right,1.0,55.0,left
57,0.3,3.507,left,1.0,56.0,left
58,-0.15,2.4749999999999996,right,1.0,57.0,left
59,0.3,1.47,right,1.0,58.0,left
60,0,4.0200000000000005,left,1.0,59.0,left
61,0.3,2.4749999999999996,left,1.0,60.0,right
62,-0.3,3.0,right,1.0,61.0,right
63,0.3,3.0,right,1.0,62.0,right
64,-0.3,2.181,left,1.0,63.0,right
65,0.15,1.7069999999999999,left,1.0,64.0,right
66,-0.15,1.7069999999999999,right,1.0,65.0,left
67,-0.3,2.181,right,1.0,66.0,left
68,-0.15,3.0,right,1.0,67.0,left
69,0,4.59,left,1.0,68.0,left
70,-0.3,5.1,right,1.0,69.0,right
71,0.15,5.1,right,1.0,70.0,right
72,0.15,3.0,left,1.0,71.0,left
73,0,4.59,right,1.0,72.0,right
74,-0.15,5.1,right,1.0,73.0,right
75,-0.3,2.4749999999999996,right,1.0,74.0,right
76,0,3.507,right,1.0,75.0,right
77,-0.15,1.47,right,1.0,76.0,right
78,0.3,5.1,left,1.0,77.0,left
79,0,3.0,left,1.0,78.0,left
80,-0.15,2.181,right,1.0,79.0,left
81,0,3.507,left,1.0,80.0,left
82,0.3,1.47,left,1.0,81.0,right
83,-0.15,2.4749999999999996,left,1.0,82.0,right
84,0.3,4.59,right,1.0,83.0,right
85,0,5.1,left,1.0,84.0,left
86,0.15,4.0200000000000005,left,1.0,85.0,left
87,-0.3,4.0200000000000005,right,1.0,86.0,left
88,0,1.7069999999999999,left,1.0,87.0,right
89,-0.3,5.1,left,1.0,88.0,left
90,0.15,1.47,left,1.0,89.0,left
91,-0.3,4.59,left,1.0,90.0,left
92,0.3,4.0200000000000005,right,1.0,91.0,right
93,-0.3,5.1,left,1.0,92.0,left
94,-0.15,4.59,left,1.0,93.0,left
95,-0.3,2.181,left,1.0,94.0,left
96,-0.3,4.59,right,1.0,95.0,right
97,-0.3,2.181,right,1.0,96.0,left
98,-0.15,2.181,right,1.0,97.0,right
99,0,1.7069999999999999,left,1.0,98.0,right
100,-0.3,3.0,left,1.0,99.0,right
101,-0.3,2.4749999999999996,right,1.0,100.0,left
102,0.3,4.0200000000000005,left,1.0,101.0,left
103,-0.15,3.507,left,1.0,102.0,left
104,0.15,1.7069999999999999,left,1.0,103.0,right
105,-0.15,5.1,left,1.0,104.0,left
106,0.3,3.507,right,1.0,105.0,right
107,-0.3,1.7069999999999999,right,1.0,106.0,right
108,-0.15,1.7069999999999999,left,1.0,107.0,right
109,0.15,2.181,left,1.0,108.0,right
110,-0.15,3.507,right,1.0,109.0,right
111,-0.3,1.47,left,1.0,110.0,right
112,-0.15,3.0,left,1.0,111.0,right
113,-0.15,1.47,left,1.0,112.0,left
114,0.3,2.181,left,1.0,113.0,right
115,0.15,4.59,left,1.0,114.0,left
116,0,3.0,right,1.0,115.0,right
117,-0.15,5.1,right,1.0,116.0,right
118,0,1.47,left,1.0,117.0,right
119,0.15,5.1,right,1.0,118.0,right
120,-0.15,1.47,right,1.0,119.0,left
121,0.3,1.7069999999999999,right,1.0,120.0,right
122,0,2.181,right,1.0,121.0,left
123,0.3,4.59,right,1.0,122.0,right
124,0.15,2.181,right,1.0,123.0,right
125,0.15,4.0200000000000005,left,1.0,124.0,left
126,0,4.59,left,1.0,125.0,left
127,0.15,2.4749999999999996,left,1.0,126.0,right
128,0.15,3.0,right,1.0,127.0,right
129,-0.3,5.1,right,1.0,128.0,right
130,0.3,5.1,right,1.0,129.0,right
131,0.15,3.507,left,1.0,130.0,left
132,-0.3,1.47,right,1.0,131.0,left
133,-0.3,1.7069999999999999,left,1.0,132.0,right
134,0,2.4749999999999996,right,1.0,133.0,left
135,-0.15,2.4749999999999996,right,1.0,134.0,left
136,0,3.507,right,1.0,135.0,right
137,0.15,5.1,left,1.0,136.0,left
138,0,2.181,left,1.0,137.0,right
139,-0.3,3.0,right,1.0,138.0,left
140,0,1.7069999999999999,right,1.0,139.0,left
141,0.3,1.47,right,1.0,140.0,right
142,0,1.47,right,1.0,141.0,left
143,0.15,1.47,left,1.0,142.0,right
144,0.3,3.0,left,1.0,143.0,right
145,0.3,2.4749999999999996,left,1.0,144.0,right
146,0.3,5.1,left,1.0,145.0,left
147,-0.3,4.0200000000000005,right,1.0,146.0,right
148,0.3,2.4749999999999996,right,1.0,147.0,left
149,0.3,1.47,left,1.0,148.0,right
150,-0.15,3.0,right,1.0,149.0,left
151,0.15,1.47,right,1.0,150.0,left
152,-0.15,1.7069999999999999,right,1.0,151.0,left
153,0.15,3.0,left,1.0,152.0,left
154,-0.3,2.4749999999999996,left,1.0,153.0,right
155,0.15,3.507,right,1.0,154.0,right
156,0,5.1,right,1.0,155.0,right
157,-0.3,3.507,left,1.0,156.0,left
158,-0.3,3.507,right,1.0,157.0,right
159,0.15,4.59,right,1.0,158.0,right
160,0.15,2.4749999999999996,right,1.0,159.0,left
161,0,4.59,right,1.0,160.0,right
162,-0.3,4.0200000000000005,left,1.0,161.0,left
163,-0.15,4.0200000000000005,right,1.0,162.0,right
164,0,2.4749999999999996,left,1.0,163.0,right
165,0.15,1.7069999999999999,right,1.0,164.0,right
